X,Y,Name,
-122.340587938629,37.9709762193649,cert20
-122.332864583469,37.9640433670815,cert20
-122.308995202548,37.9420298255831,cert20
-122.301331010206,37.9354344939621,cert20
-122.300653190845,37.9336577177207,cert20
-122.28287277745,37.9133416003479,cert20
-122.264252212116,37.8901412756645,cert20
-122.256001427512,37.8750904391916,cert20
-122.25063959012,37.8707214120536,cert20
-122.248234579043,37.8673166417284,cert20
-122.206545381608,37.8212493026651,cert20
-122.203891544117,37.8167241208877,cert20
-122.1929770567,37.8006500738909,cert20
-122.180670604026,37.7856192922043,cert20
-122.178556819985,37.7812661232335,cert20
-122.16076107037,37.7649317196072,cert20
-122.16090835948,37.764456204526,cert20
-122.150313183401,37.7533004990322,cert20
-122.146752557381,37.7492312822107,cert20
-122.137744692782,37.7399736316454,cert20
-122.130036242527,37.7319454699429,cert20
-122.126668502385,37.7278461703295,cert20
-122.126511225144,37.7268656302845,cert20
-122.119183135883,37.7121266089816,cert20
-122.092254103441,37.6808809417684,cert20
-122.083302054848,37.6719413601523,cert20
-122.079932576345,37.669220379734,cert20
-122.078348970669,37.6672233106232,cert20
-122.075961477715,37.6648433809843,cert20
-122.051207729412,37.6406213239658,cert20
-122.048200819656,37.6375058780715,cert20
-122.039062076904,37.6286526184737,cert20
-122.037580404779,37.6273869435007,cert20
-122.034785360703,37.6249022164386,cert20
-122.032651809563,37.6230634730586,cert20
-122.033048644842,37.6230718876403,cert20
-122.031055820023,37.6217374921748,cert20
-122.032119782907,37.6216391968409,cert20
-122.030681988507,37.6206111544922,cert20
-122.015855695956,37.6070027614122,cert20
-121.98822673437,37.5764586243233,cert20
-121.971132447225,37.5517507484998,cert20
-121.966610551449,37.5470054363131,cert20
-121.960885765813,37.5411112835362,cert20
-121.958404400208,37.5388999666844,cert20
-121.95610154738,37.5363943064263,cert20
-121.948454556069,37.528102937265,cert20
-121.945361175527,37.5241983420264,cert20
-121.934856375849,37.5118649315292,cert20
-121.926450174916,37.501210243129,cert20
-121.921551370617,37.4981765091075,cert20
-121.922725999122,37.4976370071773,cert20
-121.919444606752,37.4951671790688,cert20
-121.918557619162,37.4941890086169,cert20
-121.917978593507,37.4935020772409,cert20
-121.91885485594,37.4911035545611,cert20
-121.911629098683,37.4836553247038,cert20
-121.913728022818,37.4836723881608,cert20
-121.910744158895,37.4818467636613,cert20
-121.911720763547,37.4796272273707,cert20
-122.209731497507,37.8256049782291,cert20
-122.210906578852,37.827692771788,cert20
-122.337050258993,37.9668347372012,cert20
-122.33656027297,37.9663618618902,cert20
-122.253939000263,37.8746678158212,cert20
-122.253216739518,37.8737886447512,cert20
-121.95543453767,37.5364858611888,cert20
-121.95285785118,37.532766875574,cert20
-121.95322513107,37.5335726894064,cert20
-121.977768514067,37.5624248320411,cert20
-122.122119074942,37.7200795373139,cert20
-122.124231646883,37.7147197874053,cert20
-122.147433899912,37.7499301297929,cert20
-122.328552185042,37.9590647639572,cert20
-122.326914631531,37.9575086955267,cert20
-122.303101490533,37.9371241333379,cert20
-122.286693698214,37.9176955033953,cert20
-122.285577108847,37.9169834736684,cert20
-122.284525906886,37.9161120318401,cert20
-122.190375745314,37.7963456539076,cert20
-122.189360233282,37.7951013815095,cert20
-122.121504026879,37.7181533803193,cert20
-122.123681215495,37.722088692941,cert20
-122.122043682357,37.7251251682262,cert20
-122.119762535106,37.7220966414899,cert20
-122.059735247736,37.6489664315744,cert20
-122.057754016005,37.6464119800911,cert20
-122.054197050824,37.6430956783087,cert20
-122.048850053234,37.6394477910429,cert20
-122.012930365174,37.6032528026126,cert20
-122.012367033969,37.602542297625,cert20
-121.990645332709,37.5809375749469,cert20
-121.98881899469,37.5784890487241,cert20
-121.987703667,37.5765089490028,cert20
-121.917293107023,37.4893453776515,cert20
-121.91617210653,37.4880326861831,cert20
-121.931073880301,37.5080155620619,cert20
